,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,buy_price,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,distrito_id_num,neighborhood_id_num,neighborhood_price_m2,estimado_metros_por_preciom2
13302,64.0,2,1.0,4.0,0,158000,1.0,0,0,1970.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,7.0,39.0,2578.87,165047.68
13303,208.0,3,3.0,1.0,0,875000,1.0,1,0,1985.0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,0,0,0,0,7.0,45.0,4235.69,881023.5199999999
13304,181.0,5,3.0,1.0,0,597000,1.0,1,0,1975.0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0.0,0,0,0,0,7.0,45.0,4235.69,766659.8899999999
13305,381.0,5,6.0,2.0,0,1490000,1.0,0,0,1985.0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0.0,1,1,1,1,7.0,43.0,3803.667391102442,1449197.2760100304
13306,310.0,4,3.0,4.0,0,990000,1.0,0,0,1982.0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0.0,0,1,1,0,7.0,45.0,4235.69,1313063.9
13307,298.0,4,4.0,1.0,0,1600000,1.0,1,0,1959.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,1,5.0,28.0,6255.45,1864124.1
13308,126.0,2,2.0,1.0,0,590000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0.0,0,1,0,0,5.0,29.0,5363.75,675832.5
13309,124.0,3,2.0,1.0,0,1100000,1.0,0,0,1980.0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,0,0,1,1,5.0,28.0,6255.45,775675.7999999999
13310,233.0,5,4.0,8.0,0,975000,1.0,0,0,1981.0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0.0,0,0,0,0,5.0,26.0,4354.35,1014563.55
13311,298.0,4,3.0,1.0,0,1600000,1.0,0,0,1959.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,5.0,28.0,6255.45,1864124.1
13312,207.0,4,3.0,7.0,0,1050000,3.0,1,0,1960.0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,1,0,0,1,5.0,28.0,6255.45,1294878.15
13313,300.0,5,5.0,1.0,0,1850000,2.0,0,0,1970.0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.0,0,0,1,0,5.0,29.0,5363.75,1609125.0
13314,474.0,6,4.0,1.0,0,1395000,2.0,0,0,1990.0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,2542417.5
13315,165.0,5,3.0,6.0,0,595000,1.0,0,0,1965.0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0,0,1,0,0,5.0,26.0,4354.35,718467.7500000001
13316,95.0,3,2.0,1.0,0,550000,1.0,1,0,1972.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,491170.9
13317,111.0,3,2.0,2.0,0,547000,1.0,1,0,1968.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0.0,0,1,0,1,5.0,28.0,6255.45,694354.95
13318,150.0,4,3.0,6.0,0,670000,1.0,0,0,1987.0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0.0,0,0,0,1,5.0,26.0,4354.35,653152.5
13319,150.0,4,3.0,6.0,0,670000,1.0,0,0,1987.0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0.0,0,0,0,0,5.0,26.0,4354.35,653152.5
13320,275.0,4,4.0,1.0,0,2100000,2.0,0,0,1970.0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,1421810.5
13321,275.0,4,3.0,9.0,0,1695000,1.0,0,0,1970.0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,1475031.25
13322,200.0,3,3.0,3.0,0,1100000,1.0,0,0,1974.0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,1072750.0
13323,96.0,1,1.0,1.0,0,750000,1.0,0,0,2015.0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,0,0,5.0,28.0,6255.45,600523.2
13324,317.0,6,4.0,5.0,0,1600000,1.0,0,0,1958.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,1982977.65
13325,295.0,3,2.0,7.0,0,1650000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,1,5.0,28.0,6255.45,1845357.75
13326,87.0,2,2.0,2.0,0,475000,1.0,0,0,1952.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,5.0,31.0,5170.22,449809.14
13327,258.0,2,2.0,1.0,0,1780000,4.0,1,0,2005.0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,1,0,0,0,5.0,28.0,6255.45,1613906.1
13328,140.0,3,1.0,1.0,0,450000,1.0,0,0,1970.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,5.0,31.0,5170.22,723830.8
13329,217.0,5,4.0,4.0,0,1600000,1.0,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,1,1,1,5.0,28.0,6255.45,1357432.65
13330,60.0,1,1.0,5.0,0,370000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,310213.2
13331,215.0,4,3.0,6.0,0,1290000,3.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,0,1,1,0,5.0,28.0,6255.45,1344921.75
13332,85.0,2,1.0,4.0,0,425000,1.0,0,0,1970.0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,5.0,31.0,5170.22,439468.7
13333,99.0,2,2.0,0.5,1,550000,1.0,0,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,5.0,31.0,5170.22,511851.78
13334,83.0,3,1.0,0.5,1,470000,1.0,1,0,1970.0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0.0,1,1,1,1,5.0,31.0,5170.22,429128.26
13335,355.0,5,4.0,1.0,0,1295000,1.0,1,0,1970.0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0.0,1,1,1,0,5.0,29.0,5363.75,1904131.25
13336,53.0,1,1.0,1.0,0,275000,1.0,1,0,1970.0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0.0,0,0,0,0,5.0,26.0,4354.35,230780.55
13337,76.0,2,1.0,1.0,0,350000,1.0,0,0,1940.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,323443.84
13338,96.0,2,2.0,1.0,0,500000,1.0,0,0,1962.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,5.0,31.0,5170.22,496341.12
13339,186.0,4,3.0,4.0,0,796000,1.0,1,0,1979.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,1,0,0,5.0,30.0,4255.84,791586.24
13340,150.0,4,2.0,3.0,0,592500,1.0,1,0,1976.0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,0,0,0,0,5.0,30.0,4255.84,638376.0
13341,260.0,4,2.0,2.0,0,1325000,4.0,0,0,1970.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,29.0,5363.75,1394575.0
13342,190.0,4,2.0,1.0,0,1375000,2.0,1,0,1970.0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,982341.8
13343,216.0,6,3.0,2.0,0,980000,1.0,1,0,1978.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,1,1,5.0,31.0,5170.22,1116767.52
13344,258.0,2,2.0,1.0,0,1780000,4.0,0,0,2005.0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0,0,0,0,0,5.0,28.0,6255.45,1613906.1
13345,222.0,4,3.0,5.0,0,960000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,5.0,29.0,5363.75,1190752.5
13346,205.0,5,3.0,4.0,0,899999,1.0,0,0,1966.0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0.0,0,0,1,1,5.0,26.0,4354.35,892641.7500000001
13347,162.0,2,2.0,1.0,0,1145000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,1,0,5.0,29.0,5363.75,868927.5
13348,279.0,4,4.0,9.0,0,1695000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,1496486.25
13349,236.0,4,3.0,6.0,0,850000,1.0,0,0,1970.0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0,1,0,0,1,5.0,30.0,4255.84,1004378.24
13350,205.0,5,3.0,8.0,0,930000,1.0,0,0,1966.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,0,0,0,1,5.0,29.0,5363.75,1099568.75
13351,55.0,2,1.0,1.0,0,350000,1.0,0,0,1970.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,295006.25
13352,152.0,3,2.0,1.0,0,800000,1.0,0,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,1,0,5.0,31.0,5170.22,785873.4400000001
13353,283.0,5,3.0,5.0,0,1450000,1.0,0,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,1,0,5.0,31.0,5170.22,1463172.26
13354,115.0,3,2.0,1.0,0,640000,1.0,1,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,1,0,0,5.0,28.0,6255.45,719376.75
13355,379.0,5,3.0,2.0,0,1699000,1.0,1,0,1970.0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.0,1,0,0,1,5.0,29.0,5363.75,2032861.25
13356,439.0,6,4.0,1.0,0,1900000,2.0,0,0,1950.0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,2269726.58
13357,96.0,1,1.0,1.0,0,780000,1.0,0,0,2005.0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0.0,0,1,1,0,5.0,28.0,6255.45,600523.2
13358,290.0,5,3.0,1.0,0,2040000,1.0,0,0,1970.0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0.0,1,0,0,1,5.0,28.0,6255.45,1814080.5
13359,253.0,6,3.0,1.0,0,1715000,2.0,1,0,1970.0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,1582628.85
13360,562.0,6,4.0,1.0,0,1700000,1.0,1,0,1970.0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,3014427.5
13361,181.0,4,2.0,1.0,0,1590000,2.0,1,0,1957.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,31.0,5170.22,935809.82
13362,264.0,6,4.0,5.0,0,1400000,1.0,1,0,1970.0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,1,1,5.0,31.0,5170.22,1364938.08
13363,182.0,2,2.0,3.0,0,1240000,1.0,0,0,1970.0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0.0,0,0,1,1,5.0,29.0,5363.75,976202.5
13364,78.0,2,1.0,1.0,0,499000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,5.0,29.0,5363.75,418372.5
13365,450.0,5,5.0,1.0,0,2100000,2.0,0,0,1970.0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,2413687.5
13366,146.0,4,2.0,1.0,0,599000,1.0,1,0,1965.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,5.0,28.0,6255.45,913295.7
13367,238.0,3,3.0,5.0,0,825000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0.0,0,0,1,0,5.0,31.0,5170.22,1230512.36
13368,120.0,4,3.0,4.0,0,425000,1.0,1,0,1965.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,5.0,26.0,4354.35,522522.00000000006
13369,152.0,4,3.0,4.0,0,735000,1.0,0,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0.0,1,0,1,0,5.0,31.0,5170.22,785873.4400000001
13370,187.0,4,2.0,6.0,0,875000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,1,1,0,5.0,30.0,4255.84,795842.0800000001
13371,176.0,4,3.0,8.0,0,769800,1.0,1,0,1989.0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0.0,1,0,0,1,5.0,26.0,4354.35,766365.6000000001
13372,203.0,4,4.0,1.0,0,1575000,1.0,0,0,1960.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,1,5.0,31.0,5170.22,1049554.66
13373,52.0,1,1.0,4.0,0,445000,1.0,0,0,1979.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,5.0,28.0,6255.45,325283.4
13374,287.0,5,2.0,7.0,0,1490000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,1,1,5.0,28.0,6255.45,1795314.15
13375,166.0,3,3.0,2.0,0,1450000,1.0,0,0,1970.0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0.0,0,1,0,0,5.0,31.0,5170.22,858256.52
13376,134.0,3,2.0,1.0,0,750000,4.0,0,0,1970.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,5.0,28.0,6255.45,838230.2999999999
13377,309.0,3,3.0,1.0,0,1080000,1.0,0,0,1970.0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0.0,0,1,0,0,5.0,29.0,5363.75,1657398.75
13378,330.0,5,4.0,9.0,0,1495000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,0,1,0,1,5.0,31.0,5170.22,1706172.6
13379,110.0,2,2.0,5.0,0,1400000,3.0,0,0,2014.0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,5.0,27.0,4572.45,502969.5
13380,190.0,3,3.0,0.5,1,1400000,4.0,0,0,1999.0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0.0,0,0,1,1,5.0,29.0,5363.75,1019112.5
13381,134.0,2,2.0,0.5,1,575000,4.0,0,0,1992.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,570282.56
13382,83.0,2,2.0,6.0,0,550000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,429128.26
13383,149.0,4,2.0,9.0,0,699000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0.0,0,0,0,0,5.0,30.0,4255.84,634120.16
13384,132.0,3,2.0,3.0,0,490000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,1,0,5.0,30.0,4255.84,561770.88
13385,196.0,4,3.0,3.0,0,980000,1.0,1,0,1970.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,5.0,29.0,5363.75,1051295.0
13386,278.0,4,3.0,7.0,0,1285000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,1,1,5.0,29.0,5363.75,1491122.5
13387,279.0,4,4.0,9.0,0,1695000,1.0,0,0,1970.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,5.0,29.0,5363.75,1496486.25
13388,400.0,5,5.0,2.0,0,1790000,1.0,1,0,1970.0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0.0,0,0,0,0,5.0,29.0,5363.75,2145500.0
13389,145.0,3,2.0,1.0,0,722000,1.0,0,0,1970.0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0.0,0,0,1,0,5.0,29.0,5363.75,777743.75
13390,81.0,1,1.0,1.0,0,750000,1.0,0,0,2005.0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0.0,0,1,0,0,5.0,28.0,6255.45,506691.45
13391,81.0,1,1.0,1.0,0,750000,1.0,0,0,2005.0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0.0,0,1,0,0,5.0,28.0,6255.45,506691.45
13392,132.0,3,2.0,3.0,0,490000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,1,0,5.0,30.0,4255.84,561770.88
13393,184.0,5,2.0,1.0,0,1590000,2.0,1,0,1957.0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,951320.48
13394,135.0,4,2.0,3.0,0,575000,1.0,1,0,1976.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,60.0,0,0,0,0,5.0,30.0,4255.84,574538.4
13395,120.0,2,2.0,3.0,0,950000,1.0,0,0,1970.0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,750654.0
13396,113.0,3,2.0,1.0,0,420000,1.0,1,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0,0,0,0,0,5.0,26.0,4354.35,492041.5500000001
13397,314.0,5,4.0,4.0,0,1700000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,180.0,0,0,0,1,5.0,31.0,5170.22,1623449.08
13398,95.0,2,2.0,2.0,0,479000,1.0,0,0,1952.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,0,5.0,31.0,5170.22,491170.9
13399,175.0,3,3.0,3.0,0,1450000,1.0,0,0,2019.0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0.0,0,0,1,1,5.0,31.0,5170.22,904788.5
13400,288.0,5,4.0,1.0,0,2040000,1.0,0,0,1973.0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0,1,1,1,1,5.0,28.0,6255.45,1801569.6
13401,103.0,4,2.0,8.0,0,525000,3.0,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0.0,0,0,1,0,5.0,30.0,4255.84,438351.52
13402,383.0,5,4.0,1.0,0,1950000,2.0,0,0,1950.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,31.0,5170.22,1980194.26
13403,306.0,4,4.0,2.0,0,1700000,1.0,1,0,1960.0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,0,0,1,0,5.0,28.0,6255.45,1914167.7
13404,287.0,4,1.0,1.0,0,990000,2.0,1,0,1940.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,1483853.14
13405,186.0,4,3.0,6.0,0,1485000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,1,1,1,0,5.0,28.0,6255.45,1163513.7
13406,81.0,1,1.0,1.0,0,750000,1.0,0,0,1970.0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,5.0,28.0,6255.45,506691.45
13407,140.0,4,3.0,2.0,0,415000,1.0,1,0,1970.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,595817.6
13408,139.0,3,1.0,2.0,0,595000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,27.0,4572.45,635570.5499999999
13409,252.0,3,3.0,1.0,0,1379000,2.0,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,5.0,31.0,5170.22,1302895.4400000002
13410,53.0,1,1.0,2.0,0,270000,1.0,0,0,1999.0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,225559.52
13411,156.0,3,3.0,3.0,0,1450000,1.0,0,0,2019.0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0.0,0,1,1,0,5.0,31.0,5170.22,806554.3200000001
13412,139.0,3,2.0,2.0,0,595000,1.0,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,591561.76
13413,139.0,3,2.0,2.0,0,595000,1.0,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,591561.76
13414,107.0,2,2.0,4.0,0,775000,1.0,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,669333.15
13415,196.0,4,3.0,3.0,0,1155000,1.0,1,0,1970.0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0.0,0,0,0,0,5.0,29.0,5363.75,1051295.0
13416,123.0,4,2.0,2.0,0,520000,1.0,0,0,1970.0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,523468.32
13417,97.0,1,1.0,1.0,0,780000,1.0,0,0,2005.0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0.0,0,0,0,0,5.0,28.0,6255.45,606778.65
13418,54.0,1,1.0,1.0,0,450000,1.0,0,0,1963.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,5.0,29.0,5363.75,289642.5
13419,163.0,4,3.0,2.0,0,1500000,1.0,1,0,1972.0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,1019638.35
13420,295.0,2,2.0,7.0,0,1650000,1.0,1,0,1970.0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0,5.0,28.0,6255.45,1845357.75
13421,279.0,5,3.0,9.0,0,1695000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,0,0,0,0,5.0,29.0,5363.75,1496486.25
13422,117.0,4,2.0,4.0,0,535000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,497933.28
13423,181.0,4,4.0,2.0,0,930000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,1,0,0,1,5.0,28.0,6255.45,1132236.45
13424,206.0,5,3.0,6.0,0,1013200,1.0,0,0,1970.0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0.0,0,0,0,0,5.0,26.0,4354.35,896996.1000000001
13425,173.0,4,2.0,7.0,0,900000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0,1,0,0,5.0,28.0,6255.45,1082192.85
13426,228.0,4,2.0,9.0,0,1250000,3.0,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,1178810.16
13427,139.0,2,2.0,1.0,0,630000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,1,0,5.0,31.0,5170.22,718660.5800000001
13428,330.0,5,4.0,9.0,0,1480000,1.0,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,1,1,0,5.0,31.0,5170.22,1706172.6
13429,90.0,3,1.0,5.0,0,380000,1.0,1,0,1953.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,1,5.0,31.0,5170.22,465319.8000000001
13430,330.0,5,4.0,9.0,0,1480000,1.0,0,0,1961.0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,5.0,31.0,5170.22,1706172.6
13431,78.0,2,1.0,0.5,1,318000,1.0,0,0,1982.0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0.0,0,0,1,1,5.0,27.0,4572.45,356651.1
13432,87.0,2,2.0,2.0,0,475000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,31.0,5170.22,449809.14
13433,166.0,3,3.0,3.0,0,1450000,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0.0,0,1,0,0,5.0,31.0,5170.22,858256.52
13434,87.0,2,1.0,4.0,0,399990,1.0,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,0,5.0,31.0,5170.22,449809.14
13435,94.0,1,1.0,5.0,0,450000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,1,0,5.0,29.0,5363.75,504192.5
13436,89.0,2,2.0,0.5,1,359000,4.0,0,0,1940.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.0,30.0,4255.84,378769.76
13437,196.0,3,2.0,0.5,1,700000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,1013363.12
13438,221.0,3,3.0,1.0,0,1000000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,1,0,0,5.0,31.0,5170.22,1142618.62
13439,187.0,4,3.0,4.0,0,850000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0,0,0,0,1,5.0,31.0,5170.22,966831.14
13440,161.0,4,2.0,4.0,0,790000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,1,0,5.0,31.0,5170.22,832405.42
13441,562.0,7,6.0,1.0,0,1700000,1.0,1,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0.0,0,0,0,1,5.0,29.0,5363.75,3014427.5
13442,49.0,0,1.0,0.5,1,275000,0.0,0,0,2005.0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,0,0,0,0,5.0,27.0,4572.45,224050.05
13443,256.0,5,3.0,7.0,0,950000,1.0,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,1,1,5.0,31.0,5170.22,1323576.32
13444,120.0,3,2.0,6.0,0,1475000,3.0,0,0,1970.0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0,1,1,0,5.0,30.0,4255.84,510700.8000000001
13445,76.0,3,1.0,4.0,0,350000,1.0,1,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,5.0,30.0,4255.84,323443.84
13446,442.0,5,4.0,1.0,0,1250000,1.0,1,0,1970.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,0,0,1,1,5.0,30.0,4255.84,1881081.28
13447,135.0,3,2.0,1.0,0,700000,1.0,0,0,1970.0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0,1,0,0,5.0,28.0,6255.45,844485.75
